raw_text,normalized_text,intent,drug_entities
كونجستال ممكن يسبب دوخة؟,Congestal ممكن يسبب دوخة؟,side_effects,Congestal
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
اوجمنتين بيعمل نعاس؟,Augmentin يسبب نعاس؟,side_effects,Augmentin
اوجمنتين ممكن يسبب دوخة؟,Augmentin ممكن يسبب دوخة؟,side_effects,Augmentin
ينفع اخد جرعة من زيرتك؟,هل يمكن أتناول جرعة من Zyrtec؟,dosage,Zyrtec
فلاجيل بيعمل نعاس؟,Flagyl يسبب نعاس؟,side_effects,Flagyl
كتافلام بيعمل نعاس؟,Cataflam يسبب نعاس؟,side_effects,Cataflam
هل بروفين خطر على الكلى؟,هل Brufen خطر على الكلى؟,contraindication,Brufen
بعد ما اخدت اسبرين حسيت بتعب,بعد ما أتناولت Aspirin حسيت بتعب,side_effects,Aspirin
ينفع الحامل تاخد اموكسيسيلين؟,هل يمكن الحامل تأتناول Amoxicillin؟,contraindication,Amoxicillin
ينفع اخد بنادول مع اسبرين؟,هل يمكن أتناول Panadol مع Aspirin؟,interaction,Panadol|Aspirin
هل زيرتك يسبب صداع؟,هل Zyrtec يسبب صداع؟,side_effects,Zyrtec
هل اوجمنتين خطر لمرضى الضغط؟,هل Augmentin خطر لمرضى الضغط؟,contraindication,Augmentin
بنادول ممكن يسبب دوخة؟,Panadol ممكن يسبب دوخة؟,side_effects,Panadol
الجرعة كام ل فلاجيل؟,الجرعة ما ل Flagyl؟,dosage,Flagyl
هل الجمع بين بنادول و كونجستال خطر؟,هل الجمع بين Panadol و Congestal خطر؟,interaction,Panadol|Congestal
الجرعة كام ل اوجمنتين؟,الجرعة ما ل Augmentin؟,dosage,Augmentin
هل باراسيتامول مناسب لمرضى السكر؟,هل Paracetamol مناسب لمرضى السكر؟,contraindication,Paracetamol
هل بنادول خطر على الكلى؟,هل Panadol خطر على الكلى؟,contraindication,Panadol
ايه اعراض بنادول الجانبية؟,ما هي اعراض Panadol الجانبية؟,side_effects,Panadol
ايه اعراض بنادول الجانبية؟,ما هي اعراض Panadol الجانبية؟,side_effects,Panadol
اخد باراسيتامول كام مرة في اليوم؟,أتناول Paracetamol ما مرة في اليوم؟,dosage,Paracetamol
ينفع الحامل تاخد كتافلام؟,هل يمكن الحامل تأتناول Cataflam؟,contraindication,Cataflam
هل بروفين يتاخد مع كتافلام؟,هل Brufen يتم تناوله مع Cataflam؟,interaction,Brufen|Cataflam
هل كتافلام خطر على الكلى؟,هل Cataflam خطر على الكلى؟,contraindication,Cataflam
باراسيتامول بيعمل نعاس؟,Paracetamol يسبب نعاس؟,side_effects,Paracetamol
ينفع الحامل تاخد اوجمنتين؟,هل يمكن الحامل تأتناول Augmentin؟,contraindication,Augmentin
ينفع اخد باراسيتامول مع زيرتك؟,هل يمكن أتناول Paracetamol مع Zyrtec؟,interaction,Paracetamol|Zyrtec
اقدر اخد باراسيتامول و زيرتك مع بعض؟,اقدر أتناول Paracetamol و Zyrtec مع بعض؟,interaction,Paracetamol|Zyrtec
باراسيتامول بيعمل نعاس؟,Paracetamol يسبب نعاس؟,side_effects,Paracetamol
هل كونجستال مناسب لمرضى السكر؟,هل Congestal مناسب لمرضى السكر؟,contraindication,Congestal
ينفع اخد زيرتك مع باراسيتامول؟,هل يمكن أتناول Zyrtec مع Paracetamol؟,interaction,Zyrtec|Paracetamol
فلاجيل بيعمل نعاس؟,Flagyl يسبب نعاس؟,side_effects,Flagyl
ايه اعراض اموكسيسيلين الجانبية؟,ما هي اعراض Amoxicillin الجانبية؟,side_effects,Amoxicillin
باراسيتامول بيعمل نعاس؟,Paracetamol يسبب نعاس؟,side_effects,Paracetamol
ايه اعراض كتافلام الجانبية؟,ما هي اعراض Cataflam الجانبية؟,side_effects,Cataflam
اخد بنادول كام مرة في اليوم؟,أتناول Panadol ما مرة في اليوم؟,dosage,Panadol
ينفع اخد اوجمنتين مع كونجستال؟,هل يمكن أتناول Augmentin مع Congestal؟,interaction,Augmentin|Congestal
مين ممنوع ياخد فلاجيل؟,مين ممنوع يأتناول Flagyl؟,contraindication,Flagyl
اقدر اخد باراسيتامول و فلاجيل مع بعض؟,اقدر أتناول Paracetamol و Flagyl مع بعض؟,interaction,Paracetamol|Flagyl
اخد اسبرين كام مرة في اليوم؟,أتناول Aspirin ما مرة في اليوم؟,dosage,Aspirin
في تفاعل بين كتافلام و زيرتك؟,في تفاعل بين Cataflam و Zyrtec؟,interaction,Cataflam|Zyrtec
في تفاعل بين كونجستال و زيرتك؟,في تفاعل بين Congestal و Zyrtec؟,interaction,Congestal|Zyrtec
ايه اعراض اسبرين الجانبية؟,ما هي اعراض Aspirin الجانبية؟,side_effects,Aspirin
ينفع اخد اوجمنتين مع باراسيتامول؟,هل يمكن أتناول Augmentin مع Paracetamol؟,interaction,Augmentin|Paracetamol
جرعة كونجستال للاطفال كام؟,جرعة Congestal للاطفال ما؟,dosage,Congestal
طريقة استخدام اسبرين ايه؟,طريقة استخدام Aspirin ما هي؟,dosage,Aspirin
ينفع اخد اموكسيسيلين مع زيرتك؟,هل يمكن أتناول Amoxicillin مع Zyrtec؟,interaction,Amoxicillin|Zyrtec
الجرعة كام ل فلاجيل؟,الجرعة ما ل Flagyl؟,dosage,Flagyl
ينفع اخد جرعة من اسبرين؟,هل يمكن أتناول جرعة من Aspirin؟,dosage,Aspirin
اقدر اخد زيرتك و فلاجيل مع بعض؟,اقدر أتناول Zyrtec و Flagyl مع بعض؟,interaction,Zyrtec|Flagyl
في تفاعل بين بنادول و فلاجيل؟,في تفاعل بين Panadol و Flagyl؟,interaction,Panadol|Flagyl
هل بروفين يتاخد مع زيرتك؟,هل Brufen يتم تناوله مع Zyrtec؟,interaction,Brufen|Zyrtec
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
اقدر اخد فلاجيل و كونجستال مع بعض؟,اقدر أتناول Flagyl و Congestal مع بعض؟,interaction,Flagyl|Congestal
ينفع اخد جرعة من بروفين؟,هل يمكن أتناول جرعة من Brufen؟,dosage,Brufen
هل اسبرين خطر على الكلى؟,هل Aspirin خطر على الكلى؟,contraindication,Aspirin
هل الجمع بين فلاجيل و كتافلام خطر؟,هل الجمع بين Flagyl و Cataflam خطر؟,interaction,Flagyl|Cataflam
هل اسبرين يتاخد مع زيرتك؟,هل Aspirin يتم تناوله مع Zyrtec؟,interaction,Aspirin|Zyrtec
هل بروفين خطر لمرضى الضغط؟,هل Brufen خطر لمرضى الضغط؟,contraindication,Brufen
هل كونجستال خطر لمرضى الضغط؟,هل Congestal خطر لمرضى الضغط؟,contraindication,Congestal
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
اقدر اخد بنادول و باراسيتامول مع بعض؟,اقدر أتناول Panadol و Paracetamol مع بعض؟,interaction,Panadol|Paracetamol
الجرعة كام ل اموكسيسيلين؟,الجرعة ما ل Amoxicillin؟,dosage,Amoxicillin
هل الجمع بين بروفين و اموكسيسيلين خطر؟,هل الجمع بين Brufen و Amoxicillin خطر؟,interaction,Brufen|Amoxicillin
ينفع اخد اموكسيسيلين مع باراسيتامول؟,هل يمكن أتناول Amoxicillin مع Paracetamol؟,interaction,Amoxicillin|Paracetamol
هل بروفين مناسب لمرضى السكر؟,هل Brufen مناسب لمرضى السكر؟,contraindication,Brufen
هل اسبرين يتاخد مع بروفين؟,هل Aspirin يتم تناوله مع Brufen؟,interaction,Aspirin|Brufen
زيرتك بيعمل نعاس؟,Zyrtec يسبب نعاس؟,side_effects,Zyrtec
جرعة اوجمنتين للاطفال كام؟,جرعة Augmentin للاطفال ما؟,dosage,Augmentin
اخد بنادول كام مرة في اليوم؟,أتناول Panadol ما مرة في اليوم؟,dosage,Panadol
ينفع الحامل تاخد اوجمنتين؟,هل يمكن الحامل تأتناول Augmentin؟,contraindication,Augmentin
هل اوجمنتين خطر على الكلى؟,هل Augmentin خطر على الكلى؟,contraindication,Augmentin
هل باراسيتامول مناسب لمرضى السكر؟,هل Paracetamol مناسب لمرضى السكر؟,contraindication,Paracetamol
اخد زيرتك كام مرة في اليوم؟,أتناول Zyrtec ما مرة في اليوم؟,dosage,Zyrtec
هل اموكسيسيلين يتاخد مع باراسيتامول؟,هل Amoxicillin يتم تناوله مع Paracetamol؟,interaction,Amoxicillin|Paracetamol
جرعة باراسيتامول للاطفال كام؟,جرعة Paracetamol للاطفال ما؟,dosage,Paracetamol
اقدر اخد زيرتك و كونجستال مع بعض؟,اقدر أتناول Zyrtec و Congestal مع بعض؟,interaction,Zyrtec|Congestal
ايه اعراض فلاجيل الجانبية؟,ما هي اعراض Flagyl الجانبية؟,side_effects,Flagyl
هل كتافلام مناسب لمرضى السكر؟,هل Cataflam مناسب لمرضى السكر؟,contraindication,Cataflam
هل زيرتك مناسب لمرضى السكر؟,هل Zyrtec مناسب لمرضى السكر؟,contraindication,Zyrtec
هل زيرتك خطر لمرضى الضغط؟,هل Zyrtec خطر لمرضى الضغط؟,contraindication,Zyrtec
بعد ما اخدت زيرتك حسيت بتعب,بعد ما أتناولت Zyrtec حسيت بتعب,side_effects,Zyrtec
اسبرين ممكن يسبب دوخة؟,Aspirin ممكن يسبب دوخة؟,side_effects,Aspirin
ينفع اخد باراسيتامول مع زيرتك؟,هل يمكن أتناول Paracetamol مع Zyrtec؟,interaction,Paracetamol|Zyrtec
ايه اعراض فلاجيل الجانبية؟,ما هي اعراض Flagyl الجانبية؟,side_effects,Flagyl
بعد ما اخدت كونجستال حسيت بتعب,بعد ما أتناولت Congestal حسيت بتعب,side_effects,Congestal
ينفع اخد بنادول مع فلاجيل؟,هل يمكن أتناول Panadol مع Flagyl؟,interaction,Panadol|Flagyl
هل الجمع بين بروفين و زيرتك خطر؟,هل الجمع بين Brufen و Zyrtec خطر؟,interaction,Brufen|Zyrtec
هل اموكسيسيلين خطر على الكلى؟,هل Amoxicillin خطر على الكلى؟,contraindication,Amoxicillin
هل بنادول خطر على الكلى؟,هل Panadol خطر على الكلى؟,contraindication,Panadol
كونجستال ممكن يسبب دوخة؟,Congestal ممكن يسبب دوخة؟,side_effects,Congestal
الجرعة كام ل فلاجيل؟,الجرعة ما ل Flagyl؟,dosage,Flagyl
كتافلام بيعمل نعاس؟,Cataflam يسبب نعاس؟,side_effects,Cataflam
هل الجمع بين كتافلام و كونجستال خطر؟,هل الجمع بين Cataflam و Congestal خطر؟,interaction,Cataflam|Congestal
ينفع الحامل تاخد اوجمنتين؟,هل يمكن الحامل تأتناول Augmentin؟,contraindication,Augmentin
باراسيتامول بيعمل نعاس؟,Paracetamol يسبب نعاس؟,side_effects,Paracetamol
اسبرين بيعمل نعاس؟,Aspirin يسبب نعاس؟,side_effects,Aspirin
ينفع اخد جرعة من اسبرين؟,هل يمكن أتناول جرعة من Aspirin؟,dosage,Aspirin
هل زيرتك خطر على الكلى؟,هل Zyrtec خطر على الكلى؟,contraindication,Zyrtec
هل بنادول خطر لمرضى الضغط؟,هل Panadol خطر لمرضى الضغط؟,contraindication,Panadol
ينفع اخد كتافلام مع زيرتك؟,هل يمكن أتناول Cataflam مع Zyrtec؟,interaction,Cataflam|Zyrtec
ايه اعراض باراسيتامول الجانبية؟,ما هي اعراض Paracetamol الجانبية؟,side_effects,Paracetamol
اخد بروفين كام مرة في اليوم؟,أتناول Brufen ما مرة في اليوم؟,dosage,Brufen
جرعة اموكسيسيلين للاطفال كام؟,جرعة Amoxicillin للاطفال ما؟,dosage,Amoxicillin
في تفاعل بين بروفين و كونجستال؟,في تفاعل بين Brufen و Congestal؟,interaction,Brufen|Congestal
بعد ما اخدت كونجستال حسيت بتعب,بعد ما أتناولت Congestal حسيت بتعب,side_effects,Congestal
هل كتافلام يتاخد مع اموكسيسيلين؟,هل Cataflam يتم تناوله مع Amoxicillin؟,interaction,Cataflam|Amoxicillin
ينفع اخد جرعة من كونجستال؟,هل يمكن أتناول جرعة من Congestal؟,dosage,Congestal
فلاجيل بيعمل نعاس؟,Flagyl يسبب نعاس؟,side_effects,Flagyl
هل الجمع بين اسبرين و بنادول خطر؟,هل الجمع بين Aspirin و Panadol خطر؟,interaction,Aspirin|Panadol
هل بنادول يتاخد مع باراسيتامول؟,هل Panadol يتم تناوله مع Paracetamol؟,interaction,Panadol|Paracetamol
باراسيتامول ممكن يسبب دوخة؟,Paracetamol ممكن يسبب دوخة؟,side_effects,Paracetamol
جرعة بنادول للاطفال كام؟,جرعة Panadol للاطفال ما؟,dosage,Panadol
ايه اعراض بنادول الجانبية؟,ما هي اعراض Panadol الجانبية؟,side_effects,Panadol
في تفاعل بين فلاجيل و كتافلام؟,في تفاعل بين Flagyl و Cataflam؟,interaction,Flagyl|Cataflam
مين ممنوع ياخد فلاجيل؟,مين ممنوع يأتناول Flagyl؟,contraindication,Flagyl
الجرعة كام ل كونجستال؟,الجرعة ما ل Congestal؟,dosage,Congestal
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
في تفاعل بين اوجمنتين و بنادول؟,في تفاعل بين Augmentin و Panadol؟,interaction,Augmentin|Panadol
بنادول بيعمل نعاس؟,Panadol يسبب نعاس؟,side_effects,Panadol
طريقة استخدام كتافلام ايه؟,طريقة استخدام Cataflam ما هي؟,dosage,Cataflam
هل اسبرين يسبب صداع؟,هل Aspirin يسبب صداع؟,side_effects,Aspirin
في تفاعل بين كتافلام و اسبرين؟,في تفاعل بين Cataflam و Aspirin؟,interaction,Cataflam|Aspirin
هل كونجستال يسبب صداع؟,هل Congestal يسبب صداع؟,side_effects,Congestal
هل فلاجيل خطر لمرضى الضغط؟,هل Flagyl خطر لمرضى الضغط؟,contraindication,Flagyl
هل الجمع بين اسبرين و كتافلام خطر؟,هل الجمع بين Aspirin و Cataflam خطر؟,interaction,Aspirin|Cataflam
هل اوجمنتين خطر على الكلى؟,هل Augmentin خطر على الكلى؟,contraindication,Augmentin
هل اسبرين يتاخد مع اموكسيسيلين؟,هل Aspirin يتم تناوله مع Amoxicillin؟,interaction,Aspirin|Amoxicillin
ينفع اخد جرعة من فلاجيل؟,هل يمكن أتناول جرعة من Flagyl؟,dosage,Flagyl
مين ممنوع ياخد اموكسيسيلين؟,مين ممنوع يأتناول Amoxicillin؟,contraindication,Amoxicillin
في تفاعل بين اسبرين و اوجمنتين؟,في تفاعل بين Aspirin و Augmentin؟,interaction,Aspirin|Augmentin
هل اوجمنتين مناسب لمرضى السكر؟,هل Augmentin مناسب لمرضى السكر؟,contraindication,Augmentin
ينفع اخد جرعة من كونجستال؟,هل يمكن أتناول جرعة من Congestal؟,dosage,Congestal
ينفع الحامل تاخد فلاجيل؟,هل يمكن الحامل تأتناول Flagyl؟,contraindication,Flagyl
هل اسبرين خطر لمرضى الضغط؟,هل Aspirin خطر لمرضى الضغط؟,contraindication,Aspirin
طريقة استخدام اموكسيسيلين ايه؟,طريقة استخدام Amoxicillin ما هي؟,dosage,Amoxicillin
اقدر اخد اموكسيسيلين و اسبرين مع بعض؟,اقدر أتناول Amoxicillin و Aspirin مع بعض؟,interaction,Amoxicillin|Aspirin
الجرعة كام ل اموكسيسيلين؟,الجرعة ما ل Amoxicillin؟,dosage,Amoxicillin
في تفاعل بين كتافلام و باراسيتامول؟,في تفاعل بين Cataflam و Paracetamol؟,interaction,Cataflam|Paracetamol
اموكسيسيلين بيعمل نعاس؟,Amoxicillin يسبب نعاس؟,side_effects,Amoxicillin
هل كتافلام خطر لمرضى الضغط؟,هل Cataflam خطر لمرضى الضغط؟,contraindication,Cataflam
ينفع الحامل تاخد كتافلام؟,هل يمكن الحامل تأتناول Cataflam؟,contraindication,Cataflam
ايه اعراض فلاجيل الجانبية؟,ما هي اعراض Flagyl الجانبية؟,side_effects,Flagyl
بنادول بيعمل نعاس؟,Panadol يسبب نعاس؟,side_effects,Panadol
جرعة اموكسيسيلين للاطفال كام؟,جرعة Amoxicillin للاطفال ما؟,dosage,Amoxicillin
اموكسيسيلين بيعمل نعاس؟,Amoxicillin يسبب نعاس؟,side_effects,Amoxicillin
في تفاعل بين اموكسيسيلين و زيرتك؟,في تفاعل بين Amoxicillin و Zyrtec؟,interaction,Amoxicillin|Zyrtec
هل كونجستال مناسب لمرضى السكر؟,هل Congestal مناسب لمرضى السكر؟,contraindication,Congestal
في تفاعل بين بروفين و بنادول؟,في تفاعل بين Brufen و Panadol؟,interaction,Brufen|Panadol
ايه اعراض اسبرين الجانبية؟,ما هي اعراض Aspirin الجانبية؟,side_effects,Aspirin
هل اوجمنتين مناسب لمرضى السكر؟,هل Augmentin مناسب لمرضى السكر؟,contraindication,Augmentin
هل باراسيتامول خطر على الكلى؟,هل Paracetamol خطر على الكلى؟,contraindication,Paracetamol
هل بنادول خطر على الكلى؟,هل Panadol خطر على الكلى؟,contraindication,Panadol
كتافلام بيعمل نعاس؟,Cataflam يسبب نعاس؟,side_effects,Cataflam
مين ممنوع ياخد زيرتك؟,مين ممنوع يأتناول Zyrtec؟,contraindication,Zyrtec
هل بنادول يتاخد مع اوجمنتين؟,هل Panadol يتم تناوله مع Augmentin؟,interaction,Panadol|Augmentin
هل كتافلام مناسب لمرضى السكر؟,هل Cataflam مناسب لمرضى السكر؟,contraindication,Cataflam
اموكسيسيلين ممكن يسبب دوخة؟,Amoxicillin ممكن يسبب دوخة؟,side_effects,Amoxicillin
الجرعة كام ل بنادول؟,الجرعة ما ل Panadol؟,dosage,Panadol
هل اسبرين يسبب صداع؟,هل Aspirin يسبب صداع؟,side_effects,Aspirin
اقدر اخد بنادول و اسبرين مع بعض؟,اقدر أتناول Panadol و Aspirin مع بعض؟,interaction,Panadol|Aspirin
ينفع اخد جرعة من بروفين؟,هل يمكن أتناول جرعة من Brufen؟,dosage,Brufen
ينفع اخد جرعة من كتافلام؟,هل يمكن أتناول جرعة من Cataflam؟,dosage,Cataflam
اخد فلاجيل كام مرة في اليوم؟,أتناول Flagyl ما مرة في اليوم؟,dosage,Flagyl
طريقة استخدام بنادول ايه؟,طريقة استخدام Panadol ما هي؟,dosage,Panadol
هل فلاجيل يسبب صداع؟,هل Flagyl يسبب صداع؟,side_effects,Flagyl
طريقة استخدام بروفين ايه؟,طريقة استخدام Brufen ما هي؟,dosage,Brufen
اخد اموكسيسيلين كام مرة في اليوم؟,أتناول Amoxicillin ما مرة في اليوم؟,dosage,Amoxicillin
اوجمنتين ممكن يسبب دوخة؟,Augmentin ممكن يسبب دوخة؟,side_effects,Augmentin
هل اسبرين مناسب لمرضى السكر؟,هل Aspirin مناسب لمرضى السكر؟,contraindication,Aspirin
جرعة كونجستال للاطفال كام؟,جرعة Congestal للاطفال ما؟,dosage,Congestal
بعد ما اخدت كونجستال حسيت بتعب,بعد ما أتناولت Congestal حسيت بتعب,side_effects,Congestal
مين ممنوع ياخد باراسيتامول؟,مين ممنوع يأتناول Paracetamol؟,contraindication,Paracetamol
طريقة استخدام بنادول ايه؟,طريقة استخدام Panadol ما هي؟,dosage,Panadol
اموكسيسيلين ممكن يسبب دوخة؟,Amoxicillin ممكن يسبب دوخة؟,side_effects,Amoxicillin
اخد باراسيتامول كام مرة في اليوم؟,أتناول Paracetamol ما مرة في اليوم؟,dosage,Paracetamol
مين ممنوع ياخد كونجستال؟,مين ممنوع يأتناول Congestal؟,contraindication,Congestal
اقدر اخد بروفين و اوجمنتين مع بعض؟,اقدر أتناول Brufen و Augmentin مع بعض؟,interaction,Brufen|Augmentin
هل بنادول يتاخد مع فلاجيل؟,هل Panadol يتم تناوله مع Flagyl؟,interaction,Panadol|Flagyl
ينفع الحامل تاخد اسبرين؟,هل يمكن الحامل تأتناول Aspirin؟,contraindication,Aspirin
مين ممنوع ياخد اوجمنتين؟,مين ممنوع يأتناول Augmentin؟,contraindication,Augmentin
الجرعة كام ل كونجستال؟,الجرعة ما ل Congestal؟,dosage,Congestal
ينفع اخد جرعة من كونجستال؟,هل يمكن أتناول جرعة من Congestal؟,dosage,Congestal
الجرعة كام ل بنادول؟,الجرعة ما ل Panadol؟,dosage,Panadol
اخد بروفين كام مرة في اليوم؟,أتناول Brufen ما مرة في اليوم؟,dosage,Brufen
الجرعة كام ل اسبرين؟,الجرعة ما ل Aspirin؟,dosage,Aspirin
كونجستال بيعمل نعاس؟,Congestal يسبب نعاس؟,side_effects,Congestal
بنادول بيعمل نعاس؟,Panadol يسبب نعاس؟,side_effects,Panadol
هل الجمع بين باراسيتامول و بنادول خطر؟,هل الجمع بين Paracetamol و Panadol خطر؟,interaction,Paracetamol|Panadol
في تفاعل بين فلاجيل و باراسيتامول؟,في تفاعل بين Flagyl و Paracetamol؟,interaction,Flagyl|Paracetamol
في تفاعل بين بنادول و اسبرين؟,في تفاعل بين Panadol و Aspirin؟,interaction,Panadol|Aspirin
اخد بنادول كام مرة في اليوم؟,أتناول Panadol ما مرة في اليوم؟,dosage,Panadol
هل اوجمنتين يسبب صداع؟,هل Augmentin يسبب صداع؟,side_effects,Augmentin
ينفع اخد اموكسيسيلين مع فلاجيل؟,هل يمكن أتناول Amoxicillin مع Flagyl؟,interaction,Amoxicillin|Flagyl
اقدر اخد فلاجيل و اسبرين مع بعض؟,اقدر أتناول Flagyl و Aspirin مع بعض؟,interaction,Flagyl|Aspirin
ينفع الحامل تاخد كونجستال؟,هل يمكن الحامل تأتناول Congestal؟,contraindication,Congestal
اموكسيسيلين بيعمل نعاس؟,Amoxicillin يسبب نعاس؟,side_effects,Amoxicillin
ينفع اخد اسبرين مع كتافلام؟,هل يمكن أتناول Aspirin مع Cataflam؟,interaction,Aspirin|Cataflam
هل الجمع بين باراسيتامول و زيرتك خطر؟,هل الجمع بين Paracetamol و Zyrtec خطر؟,interaction,Paracetamol|Zyrtec
اخد كونجستال كام مرة في اليوم؟,أتناول Congestal ما مرة في اليوم؟,dosage,Congestal
هل بنادول يتاخد مع اسبرين؟,هل Panadol يتم تناوله مع Aspirin؟,interaction,Panadol|Aspirin
اقدر اخد بنادول و باراسيتامول مع بعض؟,اقدر أتناول Panadol و Paracetamol مع بعض؟,interaction,Panadol|Paracetamol
ينفع اخد جرعة من بروفين؟,هل يمكن أتناول جرعة من Brufen؟,dosage,Brufen
هل كونجستال مناسب لمرضى السكر؟,هل Congestal مناسب لمرضى السكر؟,contraindication,Congestal
ينفع اخد جرعة من باراسيتامول؟,هل يمكن أتناول جرعة من Paracetamol؟,dosage,Paracetamol
هل الجمع بين بنادول و فلاجيل خطر؟,هل الجمع بين Panadol و Flagyl خطر؟,interaction,Panadol|Flagyl
هل فلاجيل مناسب لمرضى السكر؟,هل Flagyl مناسب لمرضى السكر؟,contraindication,Flagyl
مين ممنوع ياخد اموكسيسيلين؟,مين ممنوع يأتناول Amoxicillin؟,contraindication,Amoxicillin
كونجستال بيعمل نعاس؟,Congestal يسبب نعاس؟,side_effects,Congestal
هل اوجمنتين خطر لمرضى الضغط؟,هل Augmentin خطر لمرضى الضغط؟,contraindication,Augmentin
باراسيتامول ممكن يسبب دوخة؟,Paracetamol ممكن يسبب دوخة؟,side_effects,Paracetamol
ينفع اخد جرعة من كتافلام؟,هل يمكن أتناول جرعة من Cataflam؟,dosage,Cataflam
هل فلاجيل خطر لمرضى الضغط؟,هل Flagyl خطر لمرضى الضغط؟,contraindication,Flagyl
في تفاعل بين باراسيتامول و بروفين؟,في تفاعل بين Paracetamol و Brufen؟,interaction,Paracetamol|Brufen
هل باراسيتامول خطر لمرضى الضغط؟,هل Paracetamol خطر لمرضى الضغط؟,contraindication,Paracetamol
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
بعد ما اخدت زيرتك حسيت بتعب,بعد ما أتناولت Zyrtec حسيت بتعب,side_effects,Zyrtec
اخد كتافلام كام مرة في اليوم؟,أتناول Cataflam ما مرة في اليوم؟,dosage,Cataflam
طريقة استخدام باراسيتامول ايه؟,طريقة استخدام Paracetamol ما هي؟,dosage,Paracetamol
اقدر اخد فلاجيل و اموكسيسيلين مع بعض؟,اقدر أتناول Flagyl و Amoxicillin مع بعض؟,interaction,Flagyl|Amoxicillin
جرعة اموكسيسيلين للاطفال كام؟,جرعة Amoxicillin للاطفال ما؟,dosage,Amoxicillin
ينفع الحامل تاخد اموكسيسيلين؟,هل يمكن الحامل تأتناول Amoxicillin؟,contraindication,Amoxicillin
هل اموكسيسيلين خطر لمرضى الضغط؟,هل Amoxicillin خطر لمرضى الضغط؟,contraindication,Amoxicillin
هل كتافلام يتاخد مع اموكسيسيلين؟,هل Cataflam يتم تناوله مع Amoxicillin؟,interaction,Cataflam|Amoxicillin
مين ممنوع ياخد كتافلام؟,مين ممنوع يأتناول Cataflam؟,contraindication,Cataflam
اخد بروفين كام مرة في اليوم؟,أتناول Brufen ما مرة في اليوم؟,dosage,Brufen
هل باراسيتامول يسبب صداع؟,هل Paracetamol يسبب صداع؟,side_effects,Paracetamol
هل كونجستال مناسب لمرضى السكر؟,هل Congestal مناسب لمرضى السكر؟,contraindication,Congestal
كتافلام ممكن يسبب دوخة؟,Cataflam ممكن يسبب دوخة؟,side_effects,Cataflam
هل بروفين مناسب لمرضى السكر؟,هل Brufen مناسب لمرضى السكر؟,contraindication,Brufen
هل كتافلام يتاخد مع كونجستال؟,هل Cataflam يتم تناوله مع Congestal؟,interaction,Cataflam|Congestal
طريقة استخدام بروفين ايه؟,طريقة استخدام Brufen ما هي؟,dosage,Brufen
ينفع اخد زيرتك مع اوجمنتين؟,هل يمكن أتناول Zyrtec مع Augmentin؟,interaction,Zyrtec|Augmentin
جرعة بنادول للاطفال كام؟,جرعة Panadol للاطفال ما؟,dosage,Panadol
في تفاعل بين اسبرين و بروفين؟,في تفاعل بين Aspirin و Brufen؟,interaction,Aspirin|Brufen
اخد بنادول كام مرة في اليوم؟,أتناول Panadol ما مرة في اليوم؟,dosage,Panadol
هل كونجستال خطر على الكلى؟,هل Congestal خطر على الكلى؟,contraindication,Congestal
طريقة استخدام بنادول ايه؟,طريقة استخدام Panadol ما هي؟,dosage,Panadol
اخد زيرتك كام مرة في اليوم؟,أتناول Zyrtec ما مرة في اليوم؟,dosage,Zyrtec
الجرعة كام ل اوجمنتين؟,الجرعة ما ل Augmentin؟,dosage,Augmentin
هل اسبرين يتاخد مع زيرتك؟,هل Aspirin يتم تناوله مع Zyrtec؟,interaction,Aspirin|Zyrtec
هل بنادول مناسب لمرضى السكر؟,هل Panadol مناسب لمرضى السكر؟,contraindication,Panadol
جرعة كتافلام للاطفال كام؟,جرعة Cataflam للاطفال ما؟,dosage,Cataflam
مين ممنوع ياخد باراسيتامول؟,مين ممنوع يأتناول Paracetamol؟,contraindication,Paracetamol
هل كونجستال خطر لمرضى الضغط؟,هل Congestal خطر لمرضى الضغط؟,contraindication,Congestal
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
جرعة فلاجيل للاطفال كام؟,جرعة Flagyl للاطفال ما؟,dosage,Flagyl
ايه اعراض اوجمنتين الجانبية؟,ما هي اعراض Augmentin الجانبية؟,side_effects,Augmentin
ينفع اخد اسبرين مع باراسيتامول؟,هل يمكن أتناول Aspirin مع Paracetamol؟,interaction,Aspirin|Paracetamol
اخد اوجمنتين كام مرة في اليوم؟,أتناول Augmentin ما مرة في اليوم؟,dosage,Augmentin
طريقة استخدام اوجمنتين ايه؟,طريقة استخدام Augmentin ما هي؟,dosage,Augmentin
اقدر اخد زيرتك و بنادول مع بعض؟,اقدر أتناول Zyrtec و Panadol مع بعض؟,interaction,Zyrtec|Panadol
