raw_text,normalized_text,intent,drug_entities
لو خدت بنادول وبعده Congestal يحصل مشكلة؟ ضروري جدًا,لو خدت Panadol وبعده Congestal يحصل مشكلة؟ ضروري جدًا,interaction,Panadol|Congestal
لو نسيت جرعة بروفين اعمل ايه؟ ضروري,لو نسيت جرعة Brufen اعمل ما هي؟ ضروري,dosage,Brufen
هل Congestal يقلل مفعول بنادول؟ ضروري جدًا,هل Congestal يقلل مفعول Panadol؟ ضروري جدًا,interaction,Congestal|Panadol
هل فلاجيل يتاخد مع علاج تاني زي Zyrtec؟ ضروري,هل Flagyl يتم تناوله مع علاج تاني زي Zyrtec؟ ضروري,interaction,Flagyl|Zyrtec
هل باراسيتامول خطر لمرضى الضغط؟ ضروري جدًا,هل Paracetamol خطر لمرضى الضغط؟ ضروري جدًا,contraindication,Paracetamol
هل استخدام Cataflam مع البروفين آمن؟ ضروري,هل استخدام Cataflam مع الBrufen آمن؟ ضروري,interaction,Cataflam|Brufen
هل طبيعي Amoxicillin يعمل نعاس؟ محتاج أعرف,هل طبيعي Amoxicillin يعمل نعاس؟ محتاج أعرف,side_effects,Amoxicillin
بعد Amoxicillin حسيت بغثيان ضروري جدًا,بعد Amoxicillin حسيت بغثيان ضروري جدًا,side_effects,Amoxicillin
لو عندي برد اخد جرعة اسبرين قد ايه؟ عشان تعبان,لو عندي برد أتناول جرعة Aspirin قد ما هي؟ عشان تعبان,dosage,Aspirin
الجرعة كام ل كونجستال؟ من فضلك,الجرعة ما ل Congestal؟ من فضلك,dosage,Congestal
اخدت كونجستال وطلعلي طفح جلدي رد بسرعة,تناولت Congestal وطلعلي طفح جلدي رد بسرعة,side_effects,Congestal
انا باخد بنادول هل Paracetamol هيأثر عليه؟ رد بسرعة,انا أتناول Panadol هل Paracetamol هيأثر عليه؟ رد بسرعة,interaction,Panadol|Paracetamol
استعمال البروفين كام مرة يوميا؟ رد بسرعة,استعمال الBrufen ما مرة يوميا؟ رد بسرعة,dosage,Brufen
ممكن اعرف جرعة Amoxicillin محتاج أعرف,ممكن اعرف جرعة Amoxicillin محتاج أعرف,dosage,Amoxicillin
هل Amoxicillin ممكن يسبب حساسية في الجلد؟ ممكن تساعدني,هل Amoxicillin ممكن يسبب حساسية في الجلد؟ ممكن تساعدني,side_effects,Amoxicillin
في تفاعل بين فلاجيل و بروفين؟ لو تكرمت,في تفاعل بين Flagyl و Brufen؟ لو تكرمت,interaction,Flagyl|Brufen
اخدت البروفين وحاسس بتعب عايز رد سريع,تناولت الBrufen وحاسس بتعب عايز رد سريع,side_effects,Brufen
هل Cataflam مناسب للأطفال؟ بجد,هل Cataflam مناسب للأطفال؟ بجد,contraindication,Cataflam
هل اقدر اخلط بنادول مع Amoxicillin؟ من فضلك,هل اقدر اخلط Panadol مع Amoxicillin؟ من فضلك,interaction,Panadol|Amoxicillin
انا باخد Flagyl ينفع اضيف عليه Congestal؟ ضروري جدًا,انا أتناول Flagyl هل يمكن اضيف عليه Congestal؟ ضروري جدًا,interaction,Flagyl|Congestal
اخدت فلاجيل وحاسس بتعب بعد إذنك,تناولت Flagyl وحاسس بتعب بعد إذنك,side_effects,Flagyl
اخدت Congestal وحاسس بتعب أنا قلقان,تناولت Congestal وحاسس بتعب أنا قلقان,side_effects,Congestal
كم قرص من بنادوول في اليوم؟ من فضلك,كم قرص من Panadol في اليوم؟ من فضلك,dosage,Panadol
انا باخد Cataflam ينفع اضيف عليه بنادوول؟ بجد,انا أتناول Cataflam هل يمكن اضيف عليه Panadol؟ بجد,interaction,Cataflam|Panadol
هل Flagyl مناسب لمرضى السكر؟ ممكن تساعدني,هل Flagyl مناسب لمرضى السكر؟ ممكن تساعدني,contraindication,Flagyl
ممكن تقوللي جرعة Congestal الصح؟ ضروري جدًا,ممكن تقوللي جرعة Congestal الصح؟ ضروري جدًا,dosage,Congestal
هل اموكسيسيلين آمن للحامل؟ لو سمحت,هل Amoxicillin آمن للحامل؟ لو سمحت,contraindication,Amoxicillin
اخدت Congestal وحاسس بتعب لو سمحت,تناولت Congestal وحاسس بتعب لو سمحت,side_effects,Congestal
استعمال زيرتك كام مرة يوميا؟ ضروري,استعمال Zyrtec ما مرة يوميا؟ ضروري,dosage,Zyrtec
ينفع اخد زيرتك قبل الاكل ولا بعده؟ بجد,هل يمكن أتناول Zyrtec قبل الاكل ولا بعده؟ بجد,dosage,Zyrtec
جرعة Panadol المناسبة ايه؟ عشان تعبان,جرعة Panadol المناسبة ما هي؟ عشان تعبان,dosage,Panadol
في اعراض خطيرة من كتافلام؟ لو سمحت,في اعراض خطيرة من Cataflam؟ لو سمحت,side_effects,Cataflam
هل فلاجيل خطر على القلب؟ يا دكتور,هل Flagyl خطر على القلب؟ يا دكتور,contraindication,Flagyl
هل اخد Paracetamol الصبح ولا بالليل؟ ضروري,هل أتناول Paracetamol الصبح ولا بالليل؟ ضروري,dosage,Paracetamol
هل Flagyl و Aspirin ينفعوا مع بعض؟ عايز رد سريع,هل Flagyl و Aspirin هل يمكنوا مع بعض؟ عايز رد سريع,interaction,Flagyl|Aspirin
هل اخد اوجمنتين الصبح ولا بالليل؟ لو سمحت,هل أتناول Augmentin الصبح ولا بالليل؟ لو سمحت,dosage,Augmentin
هل كونجستول خطر على القلب؟ ضروري,هل Congestal خطر على القلب؟ ضروري,contraindication,Congestal
هل Brufen يتعارض مع Zyrtec؟ من فضلك,هل Brufen يتعارض مع Zyrtec؟ من فضلك,interaction,Brufen|Zyrtec
هل Congestal مناسب للأطفال؟ ضروري,هل Congestal مناسب للأطفال؟ ضروري,contraindication,Congestal
جرعة Augmentin المناسبة ايه؟ بجد,جرعة Augmentin المناسبة ما هي؟ بجد,dosage,Augmentin
اخدت Zyrtec وطلعلي طفح جلدي عشان تعبان,تناولت Zyrtec وطلعلي طفح جلدي عشان تعبان,side_effects,Zyrtec
هل كونجستول يقلل مفعول كتافلام؟ رد بسرعة,هل Congestal يقلل مفعول Cataflam؟ رد بسرعة,interaction,Congestal|Cataflam
استعمال اوجمنتين كام مرة يوميا؟ عشان تعبان,استعمال Augmentin ما مرة يوميا؟ عشان تعبان,dosage,Augmentin
هل اسبرين يتاخد مرتين ولا تلاته؟ عشان تعبان,هل Aspirin يتم تناوله مرتين ولا تلاته؟ عشان تعبان,dosage,Aspirin
اخدت بنادول وطلعلي طفح جلدي,تناولت Panadol وطلعلي طفح جلدي,side_effects,Panadol
هل اوجمنتين يتاخد مع علاج تاني زي باراسيتامول؟ عشان تعبان,هل Augmentin يتم تناوله مع علاج تاني زي Paracetamol؟ عشان تعبان,interaction,Augmentin|Paracetamol
هل زيرتك يقلل مفعول Congestal؟ عشان تعبان,هل Zyrtec يقلل مفعول Congestal؟ عشان تعبان,interaction,Zyrtec|Congestal
هل Panadol ممكن يسبب حساسية في الجلد؟ بعد إذنك,هل Panadol ممكن يسبب حساسية في الجلد؟ بعد إذنك,side_effects,Panadol
هل بنادوول مناسب لمرضى السكر؟ بجد,هل Panadol مناسب لمرضى السكر؟ بجد,contraindication,Panadol
هل Paracetamol مناسب للأطفال؟ أنا قلقان,هل Paracetamol مناسب للأطفال؟ أنا قلقان,contraindication,Paracetamol
زيرتك ممكن يعمل تعب في المعدة؟ لو سمحت,Zyrtec ممكن يعمل تعب في المعدة؟ لو سمحت,side_effects,Zyrtec
اخد Panadol كام مرة في اليوم؟ رد بسرعة,أتناول Panadol ما مرة في اليوم؟ رد بسرعة,dosage,Panadol
الجرعة كام ل كتافلام؟ لو تكرمت,الجرعة ما ل Cataflam؟ لو تكرمت,dosage,Cataflam
هل الجمع بين فلاجيل و كتافلام خطر؟ عايز رد سريع,هل الجمع بين Flagyl و Cataflam خطر؟ عايز رد سريع,interaction,Flagyl|Cataflam
هل Panadol ممكن يسبب حساسية في الجلد؟ محتاج أعرف,هل Panadol ممكن يسبب حساسية في الجلد؟ محتاج أعرف,side_effects,Panadol
ازاي استخدم Panadol رد بسرعة,ازاي استخدم Panadol رد بسرعة,dosage,Panadol
هل كبار السن ينفع ياخدوا كونجستول؟ من فضلك,هل كبار السن هل يمكن يأتناولوا Congestal؟ من فضلك,contraindication,Congestal
هل Amoxicillin و بروفين ينفعوا مع بعض؟ ضروري,هل Amoxicillin و Brufen هل يمكنوا مع بعض؟ ضروري,interaction,Amoxicillin|Brufen
هل البروفين مناسب لمرضى السكر؟ عشان تعبان,هل الBrufen مناسب لمرضى السكر؟ عشان تعبان,contraindication,Brufen
لو نسيت جرعة باراسيتامول اعمل ايه؟ أنا قلقان,لو نسيت جرعة Paracetamol اعمل ما هي؟ أنا قلقان,dosage,Paracetamol
هل Amoxicillin مناسب لمرضى السكر؟ لو سمحت,هل Amoxicillin مناسب لمرضى السكر؟ لو سمحت,contraindication,Amoxicillin
بعد ما اخدت Panadol حسيت بدوخة ضروري,بعد ما تناولت Panadol حسيت بدوخة ضروري,side_effects,Panadol
ينفع الحامل تاخد Amoxicillin؟ يا دكتور,هل يمكن الحامل تأتناول Amoxicillin؟ يا دكتور,contraindication,Amoxicillin
ممكن تقوللي جرعة Flagyl الصح؟ ممكن تساعدني,ممكن تقوللي جرعة Flagyl الصح؟ ممكن تساعدني,dosage,Flagyl
هل طبيعي Congestal يعمل نعاس؟ ممكن تساعدني,هل طبيعي Congestal يعمل نعاس؟ ممكن تساعدني,side_effects,Congestal
في تفاعل بين زيرتك و اوجمنتين؟ عايز رد سريع,في تفاعل بين Zyrtec و Augmentin؟ عايز رد سريع,interaction,Zyrtec|Augmentin
هل Cataflam ينفع لمريض سكر وضغط؟ من فضلك,هل Cataflam هل يمكن لمريض سكر وضغط؟ من فضلك,contraindication,Cataflam
هل بروفين خطر على الكلى؟ بجد,هل Brufen خطر على الكلى؟ بجد,contraindication,Brufen
هل بنادول آمن للرضاعة؟ عايز رد سريع,هل Panadol آمن للرضاعة؟ عايز رد سريع,contraindication,Panadol
اوجمنتين ممكن يعمل تعب في المعدة؟,Augmentin ممكن يعمل تعب في المعدة؟,side_effects,Augmentin
ازاي استخدم بنادول ضروري,ازاي استخدم Panadol ضروري,dosage,Panadol
ينفع اخد فلاجيل قبل الاكل ولا بعده؟ رد بسرعة,هل يمكن أتناول Flagyl قبل الاكل ولا بعده؟ رد بسرعة,dosage,Flagyl
هل كونجستال ممنوع مع الرضاعة؟ ضروري جدًا,هل Congestal ممنوع مع الرضاعة؟ ضروري جدًا,contraindication,Congestal
هل فلاجيل خطر لمرضى الضغط؟ ضروري جدًا,هل Flagyl خطر لمرضى الضغط؟ ضروري جدًا,contraindication,Flagyl
هل بنادوول يوجع المعدة؟ لو سمحت,هل Panadol يوجع المعدة؟ لو سمحت,side_effects,Panadol
اخدت زيرتك وحاسس بتعب رد بسرعة,تناولت Zyrtec وحاسس بتعب رد بسرعة,side_effects,Zyrtec
هل Paracetamol يقلل مفعول Cataflam؟ عشان تعبان,هل Paracetamol يقلل مفعول Cataflam؟ عشان تعبان,interaction,Paracetamol|Cataflam
لو خدت كونجستال وبعده اوجمنتين يحصل مشكلة؟ أنا قلقان,لو خدت Congestal وبعده Augmentin يحصل مشكلة؟ أنا قلقان,interaction,Congestal|Augmentin
هل Congestal بيأثر على النوم؟ من فضلك,هل Congestal بيأثر على النوم؟ من فضلك,side_effects,Congestal
اخدت اوجمنتين وطلعلي طفح جلدي من فضلك,تناولت Augmentin وطلعلي طفح جلدي من فضلك,side_effects,Augmentin
هل الجمع بين Congestal و كتافلام يسبب مشكلة؟ ضروري,هل الجمع بين Congestal و Cataflam يسبب مشكلة؟ ضروري,interaction,Congestal|Cataflam
انا باخد باراسيتامول هل Zyrtec هيأثر عليه؟ لو سمحت,انا أتناول Paracetamol هل Zyrtec هيأثر عليه؟ لو سمحت,interaction,Paracetamol|Zyrtec
زيرتك بيعمل نعاس؟ لو سمحت,Zyrtec يسبب نعاس؟ لو سمحت,side_effects,Zyrtec
هل بنادوول آمن للرضاعة؟ عشان تعبان,هل Panadol آمن للرضاعة؟ عشان تعبان,contraindication,Panadol
هل الاسبرين خطر على الكلى؟ من فضلك,هل الAspirin خطر على الكلى؟ من فضلك,contraindication,Aspirin
اخدت اسبرين وحاسس بتعب ممكن تساعدني,تناولت Aspirin وحاسس بتعب ممكن تساعدني,side_effects,Aspirin
هل الجمع بين Augmentin و زيرتك خطر؟ ضروري جدًا,هل الجمع بين Augmentin و Zyrtec خطر؟ ضروري جدًا,interaction,Augmentin|Zyrtec
هل Flagyl آمن للحامل؟ من فضلك,هل Flagyl آمن للحامل؟ من فضلك,contraindication,Flagyl
هل كونجستول مناسب لمرضى السكر؟ يا دكتور,هل Congestal مناسب لمرضى السكر؟ يا دكتور,contraindication,Congestal
جرعة فلاجيل المناسبة ايه؟ من فضلك,جرعة Flagyl المناسبة ما هي؟ من فضلك,dosage,Flagyl
هل استخدام Zyrtec مع Cataflam آمن؟ ضروري,هل استخدام Zyrtec مع Cataflam آمن؟ ضروري,interaction,Zyrtec|Cataflam
هل Zyrtec يسبب حساسية؟ ضروري جدًا,هل Zyrtec يسبب حساسية؟ ضروري جدًا,side_effects,Zyrtec
انا اخدت كتافلام وحاسس بخمول رد بسرعة,انا تناولت Cataflam وحاسس بخمول رد بسرعة,side_effects,Cataflam
هل الجمع بين بروفين و Flagyl خطر؟ محتاج أعرف,هل الجمع بين Brufen و Flagyl خطر؟ محتاج أعرف,interaction,Brufen|Flagyl
هل اسبرين يسبب دوخة؟ من فضلك,هل Aspirin يسبب دوخة؟ من فضلك,side_effects,Aspirin
لو عندي برد اخد جرعة كونجستال قد ايه؟ ضروري جدًا,لو عندي برد أتناول جرعة Congestal قد ما هي؟ ضروري جدًا,dosage,Congestal
هل بروفين خطر لمرضى الضغط؟ عايز رد سريع,هل Brufen خطر لمرضى الضغط؟ عايز رد سريع,contraindication,Brufen
هل اموكسيسيلين مناسب لمرضى السكر؟ من فضلك,هل Amoxicillin مناسب لمرضى السكر؟ من فضلك,contraindication,Amoxicillin
هل كونجستال يسبب صداع؟ بعد إذنك,هل Congestal يسبب صداع؟ بعد إذنك,side_effects,Congestal
في اعراض خطيرة من البروفين؟ لو سمحت,في اعراض خطيرة من الBrufen؟ لو سمحت,side_effects,Brufen
في اعراض خطيرة من Zyrtec؟ عشان تعبان,في اعراض خطيرة من Zyrtec؟ عشان تعبان,side_effects,Zyrtec
هل بروفين آمن للحامل؟ عشان تعبان,هل Brufen آمن للحامل؟ عشان تعبان,contraindication,Brufen
مين ممنوع ياخد البروفين؟ بعد إذنك,مين ممنوع يأتناول الBrufen؟ بعد إذنك,contraindication,Brufen
هل كبار السن ينفع ياخدوا اوجمنتين؟ عشان تعبان,هل كبار السن هل يمكن يأتناولوا Augmentin؟ عشان تعبان,contraindication,Augmentin
اخدت فلاجيل ينفع بعدها اموكسيسيلين؟ لو تكرمت,تناولت Flagyl هل يمكن بعدها Amoxicillin؟ لو تكرمت,interaction,Flagyl|Amoxicillin
هل الجمع بين اوجمنتين و Paracetamol يسبب مشكلة؟ رد بسرعة,هل الجمع بين Augmentin و Paracetamol يسبب مشكلة؟ رد بسرعة,interaction,Augmentin|Paracetamol
هل Augmentin يقلل مفعول كتافلام؟ من فضلك,هل Augmentin يقلل مفعول Cataflam؟ من فضلك,interaction,Augmentin|Cataflam
جرعة Flagyl للبالغين كام؟ عشان تعبان,جرعة Flagyl للبالغين ما؟ عشان تعبان,dosage,Flagyl
هل مرضى الضغط يقدروا ياخدوا Zyrtec؟ ضروري جدًا,هل مرضى الضغط يقدروا يأتناولوا Zyrtec؟ ضروري جدًا,contraindication,Zyrtec
بعد ما اخدت Paracetamol حسيت بدوخة,بعد ما تناولت Paracetamol حسيت بدوخة,side_effects,Paracetamol
هل اوجمنتين بيزود ضربات القلب؟ أنا قلقان,هل Augmentin بيزود ضربات القلب؟ أنا قلقان,side_effects,Augmentin
هل Congestal خطر على القلب؟ رد بسرعة,هل Congestal خطر على القلب؟ رد بسرعة,contraindication,Congestal
هل Amoxicillin آمن للرضاعة؟ رد بسرعة,هل Amoxicillin آمن للرضاعة؟ رد بسرعة,contraindication,Amoxicillin
ازاي استخدم بروفين رد بسرعة,ازاي استخدم Brufen رد بسرعة,dosage,Brufen
بعد ما اخدت باراسيتامول حسيت بدوخة أنا قلقان,بعد ما تناولت Paracetamol حسيت بدوخة أنا قلقان,side_effects,Paracetamol
ممكن اخد باراسيتامول مع كونجستول في نفس اليوم؟ ضروري جدًا,ممكن أتناول Paracetamol مع Congestal في نفس اليوم؟ ضروري جدًا,interaction,Paracetamol|Congestal
هل Brufen ممكن يسبب حساسية في الجلد؟ لو سمحت,هل Brufen ممكن يسبب حساسية في الجلد؟ لو سمحت,side_effects,Brufen
هل Aspirin ينفع لمريض سكر وضغط؟ ضروري,هل Aspirin هل يمكن لمريض سكر وضغط؟ ضروري,contraindication,Aspirin
هل باراسيتامول يتاخد مرتين ولا تلاته؟ رد بسرعة,هل Paracetamol يتم تناوله مرتين ولا تلاته؟ رد بسرعة,dosage,Paracetamol
لو عندي قرحة ينفع اخد Panadol؟ ضروري جدًا,لو عندي قرحة هل يمكن أتناول Panadol؟ ضروري جدًا,contraindication,Panadol
كتافلام بيعمل نعاس؟ ممكن تساعدني,Cataflam يسبب نعاس؟ ممكن تساعدني,side_effects,Cataflam
هل كتافلام ينفع لمريض سكر وضغط؟ ضروري جدًا,هل Cataflam هل يمكن لمريض سكر وضغط؟ ضروري جدًا,contraindication,Cataflam
في اعراض خطيرة من فلاجيل؟ ضروري,في اعراض خطيرة من Flagyl؟ ضروري,side_effects,Flagyl
هل بروفين و فلاجيل ينفعوا مع بعض؟ عشان تعبان,هل Brufen و Flagyl هل يمكنوا مع بعض؟ عشان تعبان,interaction,Brufen|Flagyl
هل Panadol يتاخد مع علاج تاني زي Cataflam؟ أنا قلقان,هل Panadol يتم تناوله مع علاج تاني زي Cataflam؟ أنا قلقان,interaction,Panadol|Cataflam
هل كتافلام يقلل مفعول Panadol؟ محتاج أعرف,هل Cataflam يقلل مفعول Panadol؟ محتاج أعرف,interaction,Cataflam|Panadol
Zyrtec بيعمل نعاس؟ لو تكرمت,Zyrtec يسبب نعاس؟ لو تكرمت,side_effects,Zyrtec
لو نسيت جرعة Panadol اعمل ايه؟ ضروري,لو نسيت جرعة Panadol اعمل ما هي؟ ضروري,dosage,Panadol
هل باراسيتامول يسبب حساسية؟ ضروري,هل Paracetamol يسبب حساسية؟ ضروري,side_effects,Paracetamol
هل كبار السن ينفع ياخدوا Paracetamol؟ ضروري جدًا,هل كبار السن هل يمكن يأتناولوا Paracetamol؟ ضروري جدًا,contraindication,Paracetamol
ممكن اخد اموكسيسيلين مع Brufen في نفس اليوم؟ لو تكرمت,ممكن أتناول Amoxicillin مع Brufen في نفس اليوم؟ لو تكرمت,interaction,Amoxicillin|Brufen
هل اخد البروفين الصبح ولا بالليل؟ ممكن تساعدني,هل أتناول الBrufen الصبح ولا بالليل؟ ممكن تساعدني,dosage,Brufen
في اعراض خطيرة من Aspirin؟ بعد إذنك,في اعراض خطيرة من Aspirin؟ بعد إذنك,side_effects,Aspirin
هل البروفين و بنادول ينفعوا مع بعض؟ عشان تعبان,هل الBrufen و Panadol هل يمكنوا مع بعض؟ عشان تعبان,interaction,Brufen|Panadol
هل مرضى الضغط يقدروا ياخدوا كونجستال؟ لو تكرمت,هل مرضى الضغط يقدروا يأتناولوا Congestal؟ لو تكرمت,contraindication,Congestal
لو خدت زيرتك و الاسبرين في نفس اليوم عادي؟ يا دكتور,لو خدت Zyrtec و الAspirin في نفس اليوم عادي؟ يا دكتور,interaction,Zyrtec|Aspirin
لو خدت كونجستال و اوجمنتين في نفس اليوم عادي؟ يا دكتور,لو خدت Congestal و Augmentin في نفس اليوم عادي؟ يا دكتور,interaction,Congestal|Augmentin
لو خدت البروفين و فلاجيل في نفس اليوم عادي؟ أنا قلقان,لو خدت الBrufen و Flagyl في نفس اليوم عادي؟ أنا قلقان,interaction,Brufen|Flagyl
هل كونجستول ممنوع لمرضى القلب؟ رد بسرعة,هل Congestal ممنوع لمرضى القلب؟ رد بسرعة,contraindication,Congestal
كونجستال بيعمل نعاس؟ محتاج أعرف,Congestal يسبب نعاس؟ محتاج أعرف,side_effects,Congestal
هل كونجستال يتاخد مع علاج تاني زي الاسبرين؟,هل Congestal يتم تناوله مع علاج تاني زي الAspirin؟,interaction,Congestal|Aspirin
هل Augmentin ممنوع لمرضى القلب؟ لو تكرمت,هل Augmentin ممنوع لمرضى القلب؟ لو تكرمت,contraindication,Augmentin
عندي مشاكل كبد ينفع اخد Paracetamol؟ ضروري جدًا,عندي مشاكل كبد هل يمكن أتناول Paracetamol؟ ضروري جدًا,contraindication,Paracetamol
هل Zyrtec آمن للرضاعة؟ أنا قلقان,هل Zyrtec آمن للرضاعة؟ أنا قلقان,contraindication,Zyrtec
اخد بروفين كام مرة في اليوم؟ ضروري,أتناول Brufen ما مرة في اليوم؟ ضروري,dosage,Brufen
هل الجمع بين Cataflam و Zyrtec يسبب مشكلة؟ من فضلك,هل الجمع بين Cataflam و Zyrtec يسبب مشكلة؟ من فضلك,interaction,Cataflam|Zyrtec
لو عندي برد اخد جرعة كتافلام قد ايه؟ رد بسرعة,لو عندي برد أتناول جرعة Cataflam قد ما هي؟ رد بسرعة,dosage,Cataflam
ممكن تقوللي جرعة الاسبرين الصح؟ ضروري جدًا,ممكن تقوللي جرعة الAspirin الصح؟ ضروري جدًا,dosage,Aspirin
انا باخد Aspirin ينفع اضيف عليه Augmentin؟ من فضلك,انا أتناول Aspirin هل يمكن اضيف عليه Augmentin؟ من فضلك,interaction,Aspirin|Augmentin
هل اوجمنتين يقلل مفعول اموكسيسيلين؟ ضروري جدًا,هل Augmentin يقلل مفعول Amoxicillin؟ ضروري جدًا,interaction,Augmentin|Amoxicillin
لو الجرعة راحت عليا من Congestal اعمل ايه؟ يا دكتور,لو الجرعة راحت عليا من Congestal اعمل ما هي؟ يا دكتور,dosage,Congestal
هل Panadol بيزود ضربات القلب؟ أنا قلقان,هل Panadol بيزود ضربات القلب؟ أنا قلقان,side_effects,Panadol
جرعة بنادول للبالغين كام؟ لو تكرمت,جرعة Panadol للبالغين ما؟ لو تكرمت,dosage,Panadol
هل استخدام بنادوول مع Amoxicillin آمن؟ محتاج أعرف,هل استخدام Panadol مع Amoxicillin آمن؟ محتاج أعرف,interaction,Panadol|Amoxicillin
هل بروفين يتاخد مع علاج تاني زي فلاجيل؟ عشان تعبان,هل Brufen يتم تناوله مع علاج تاني زي Flagyl؟ عشان تعبان,interaction,Brufen|Flagyl
جرعة اوجمنتين المناسبة ايه؟ من فضلك,جرعة Augmentin المناسبة ما هي؟ من فضلك,dosage,Augmentin
هل Aspirin بيتاخد كل كام ساعة؟ بعد إذنك,هل Aspirin بيتم تناوله كل ما ساعة؟ بعد إذنك,dosage,Aspirin
هل Brufen يسبب دوخة؟ عشان تعبان,هل Brufen يسبب دوخة؟ عشان تعبان,side_effects,Brufen
هل الجمع بين بروفين و اوجمنتين خطر؟ رد بسرعة,هل الجمع بين Brufen و Augmentin خطر؟ رد بسرعة,interaction,Brufen|Augmentin
هل Brufen يضر الكبد؟ بجد,هل Brufen يضر الكبد؟ بجد,contraindication,Brufen
Amoxicillin بيعمل نعاس؟ محتاج أعرف,Amoxicillin يسبب نعاس؟ محتاج أعرف,side_effects,Amoxicillin
ممكن تقوللي جرعة كتافلام الصح؟ ممكن تساعدني,ممكن تقوللي جرعة Cataflam الصح؟ ممكن تساعدني,dosage,Cataflam
لو الجرعة راحت عليا من Flagyl اعمل ايه؟ لو سمحت,لو الجرعة راحت عليا من Flagyl اعمل ما هي؟ لو سمحت,dosage,Flagyl
عايز اعرف طريقة استخدام Brufen يا دكتور,عايز اعرف طريقة استخدام Brufen يا دكتور,dosage,Brufen
هل بنادول يتاخد مع علاج تاني زي فلاجيل؟ من فضلك,هل Panadol يتم تناوله مع علاج تاني زي Flagyl؟ من فضلك,interaction,Panadol|Flagyl
هل اخد بنادول الصبح ولا بالليل؟ لو تكرمت,هل أتناول Panadol الصبح ولا بالليل؟ لو تكرمت,dosage,Panadol
اخدت Augmentin وطلعلي طفح جلدي أنا قلقان,تناولت Augmentin وطلعلي طفح جلدي أنا قلقان,side_effects,Augmentin
هل في تعارض بين بنادول و Brufen؟ بعد إذنك,هل في تعارض بين Panadol و Brufen؟ بعد إذنك,interaction,Panadol|Brufen
لو عندي قرحة ينفع اخد كونجستول؟ ضروري,لو عندي قرحة هل يمكن أتناول Congestal؟ ضروري,contraindication,Congestal
هل اقدر اخلط بنادول مع الاسبرين؟ يا دكتور,هل اقدر اخلط Panadol مع الAspirin؟ يا دكتور,interaction,Panadol|Aspirin
هل في تعارض بين Panadol و Zyrtec؟ ضروري جدًا,هل في تعارض بين Panadol و Zyrtec؟ ضروري جدًا,interaction,Panadol|Zyrtec
هل كونجستال يسبب دوخة؟ أنا قلقان,هل Congestal يسبب دوخة؟ أنا قلقان,side_effects,Congestal
ينفع الحامل تاخد بنادول؟ بجد,هل يمكن الحامل تأتناول Panadol؟ بجد,contraindication,Panadol
في تفاعل بين زيرتك و باراسيتامول؟ من فضلك,في تفاعل بين Zyrtec و Paracetamol؟ من فضلك,interaction,Zyrtec|Paracetamol
هل استخدام كتافلام مع Aspirin آمن؟ من فضلك,هل استخدام Cataflam مع Aspirin آمن؟ من فضلك,interaction,Cataflam|Aspirin
الجرعة كام ل Aspirin؟ بجد,الجرعة ما ل Aspirin؟ بجد,dosage,Aspirin
هل كونجستول بيزود ضربات القلب؟ ضروري,هل Congestal بيزود ضربات القلب؟ ضروري,side_effects,Congestal
هل بنادول يتاخد مرتين ولا تلاته؟,هل Panadol يتم تناوله مرتين ولا تلاته؟,dosage,Panadol
لو خدت Cataflam و Augmentin في نفس اليوم عادي؟,لو خدت Cataflam و Augmentin في نفس اليوم عادي؟,interaction,Cataflam|Augmentin
عايز اعرف طريقة استخدام Aspirin لو تكرمت,عايز اعرف طريقة استخدام Aspirin لو تكرمت,dosage,Aspirin
انا باخد Flagyl ينفع اضيف عليه البروفين؟ رد بسرعة,انا أتناول Flagyl هل يمكن اضيف عليه الBrufen؟ رد بسرعة,interaction,Flagyl|Brufen
لو خدت Brufen وبعده بنادول يحصل مشكلة؟ محتاج أعرف,لو خدت Brufen وبعده Panadol يحصل مشكلة؟ محتاج أعرف,interaction,Brufen|Panadol
كم قرص من باراسيتامول في اليوم؟ يا دكتور,كم قرص من Paracetamol في اليوم؟ يا دكتور,dosage,Paracetamol
ممكن اخد بنادول مع فلاجيل في نفس اليوم؟,ممكن أتناول Panadol مع Flagyl في نفس اليوم؟,interaction,Panadol|Flagyl
هل باراسيتامول ممكن يسبب حساسية في الجلد؟ محتاج أعرف,هل Paracetamol ممكن يسبب حساسية في الجلد؟ محتاج أعرف,side_effects,Paracetamol
هل فلاجيل بيتاخد كل كام ساعة؟ ممكن تساعدني,هل Flagyl بيتم تناوله كل ما ساعة؟ ممكن تساعدني,dosage,Flagyl
هل Panadol مناسب لمرضى السكر؟,هل Panadol مناسب لمرضى السكر؟,contraindication,Panadol
لو عندي برد اخد جرعة Panadol قد ايه؟ ضروري,لو عندي برد أتناول جرعة Panadol قد ما هي؟ ضروري,dosage,Panadol
استعمال Paracetamol كام مرة يوميا؟ بجد,استعمال Paracetamol ما مرة يوميا؟ بجد,dosage,Paracetamol
هل طبيعي زيرتك يعمل نعاس؟ عايز رد سريع,هل طبيعي Zyrtec يعمل نعاس؟ عايز رد سريع,side_effects,Zyrtec
عندي مشاكل كبد ينفع اخد Zyrtec؟ ضروري جدًا,عندي مشاكل كبد هل يمكن أتناول Zyrtec؟ ضروري جدًا,contraindication,Zyrtec
